,timestamp,plala(Download),plala(Upload),wakwak(Download),wakwak(Upload),asahi(Download),asahi(Upload),ocn(Download),ocn(Upload),sonet(Download),sonet(Upload),wakwak-ipoe(Download),wakwak-ipoe(Upload)
2022/7/11 23:40,2022/07/11T23:40:00,29,58,17,26,219,56,112,58,167,56,129,40
2022/7/11 23:45,2022/07/11T23:45:00,78,67,5,27,245,57,44,91,64,61,72,40
2022/7/11 23:50,2022/07/11T23:50:00,119,52,10,18,242,46,68,95,134,48,67,44
2022/7/11 23:55,2022/07/11T23:55:00,198,62,6,27,223,51,98,50,145,50,101,42
2022/7/12 0:00,2022/07/12T00:00:00,96,43,149,58,144,56,70,38,195,53,160,46
2022/7/12 0:05,2022/07/12T00:05:00,65,55,141,52,311,44,50,38,182,65,94,50
2022/7/12 0:10,2022/07/12T00:10:00,205,56,153,124,198,60,111,39,191,67,141,49
2022/7/12 0:15,2022/07/12T00:15:00,88,53,232,72,160,50,59,102,257,60,250,56
2022/7/12 0:20,2022/07/12T00:20:00,82,61,124,132,200,71,43,76,214,55,183,47
2022/7/12 0:25,2022/07/12T00:25:00,132,54,187,77,238,47,38,98,224,52,164,42
2022/7/12 0:30,2022/07/12T00:30:00,99,47,170,70,132,61,112,41,184,38,37,38
2022/7/12 0:35,2022/07/12T00:35:00,129,52,165,107,267,86,87,115,114,65,162,55
2022/7/12 0:40,2022/07/12T00:40:00,103,61,203,85,233,73,73,94,167,54,123,46
2022/7/12 0:45,2022/07/12T00:45:00,96,65,155,136,258,59,66,121,181,61,168,50
2022/7/12 0:50,2022/07/12T00:50:00,87,55,189,110,179,46,41,53,87,57,127,48
2022/7/12 0:55,2022/07/12T00:55:00,117,54,140,95,346,76,97,118,119,75,196,43
2022/7/12 1:00,2022/07/12T01:00:00,177,21,165,88,234,36,52,100,145,63,203,37
2022/7/12 1:05,2022/07/12T01:05:00,133,60,140,109,213,71,49,59,274,53,154,39
2022/7/12 1:10,2022/07/12T01:10:00,76,40,202,102,239,50,65,51,159,58,210,39
2022/7/12 1:15,2022/07/12T01:15:00,127,49,163,122,358,24,76,57,220,57,193,34
2022/7/12 1:20,2022/07/12T01:20:00,72,47,243,45,331,56,95,39,219,36,281,37
2022/7/12 1:25,2022/07/12T01:25:00,155,35,120,67,367,30,87,58,218,40,347,38
2022/7/12 1:30,2022/07/12T01:30:00,108,35,222,124,188,42,77,105,100,46,280,35
2022/7/12 1:35,2022/07/12T01:35:00,180,40,173,85,162,63,55,105,271,47,264,45
2022/7/12 1:40,2022/07/12T01:40:00,75,44,198,115,47,50,116,57,119,71,254,40
2022/7/12 1:45,2022/07/12T01:45:00,232,45,205,68,352,62,114,96,174,50,131,40
2022/7/12 1:50,2022/07/12T01:50:00,178,56,208,54,206,32,75,85,128,52,161,47
2022/7/12 1:55,2022/07/12T01:55:00,152,44,118,115,237,27,91,109,144,51,266,42
2022/7/12 2:00,2022/07/12T02:00:00,124,48,229,73,185,39,67,116,59,67,204,48
2022/7/12 2:05,2022/07/12T02:05:00,117,54,221,118,118,60,116,41,66,50,223,27
2022/7/12 2:10,2022/07/12T02:10:00,61,43,129,73,294,46,101,83,189,73,255,45
2022/7/12 2:15,2022/07/12T02:15:00,246,53,233,80,159,55,65,70,272,55,352,34
2022/7/12 2:20,2022/07/12T02:20:00,90,52,183,135,204,49,67,51,274,46,393,51
2022/7/12 2:25,2022/07/12T02:25:00,323,50,122,47,107,68,54,115,281,63,186,47
2022/7/12 2:30,2022/07/12T02:30:00,96,52,187,74,162,68,116,105,193,48,303,35
2022/7/12 2:35,2022/07/12T02:35:00,123,64,173,134,248,69,103,66,264,53,248,38
2022/7/12 2:40,2022/07/12T02:40:00,160,51,132,123,145,41,105,103,207,40,207,43
2022/7/12 2:45,2022/07/12T02:45:00,200,47,227,98,197,65,46,68,201,23,265,41
2022/7/12 2:50,2022/07/12T02:50:00,242,52,137,136,262,62,56,55,168,26,226,43
2022/7/12 2:55,2022/07/12T02:55:00,156,50,228,140,180,47,76,61,251,32,177,43
2022/7/12 3:00,2022/07/12T03:00:00,151,40,128,109,245,64,66,91,227,41,274,38
2022/7/12 3:05,2022/07/12T03:05:00,68,48,145,43,204,36,117,62,154,21,222,36
2022/7/12 3:10,2022/07/12T03:10:00,196,64,141,110,126,53,120,85,171,27,221,48
2022/7/12 3:15,2022/07/12T03:15:00,107,61,204,122,190,35,56,114,200,22,367,33
2022/7/12 3:20,2022/07/12T03:20:00,235,62,231,131,336,61,117,69,264,56,422,26
2022/7/12 3:25,2022/07/12T03:25:00,120,57,144,116,450,34,44,93,136,51,311,48
2022/7/12 3:30,2022/07/12T03:30:00,128,49,166,52,377,25,103,73,285,54,306,27
2022/7/12 3:35,2022/07/12T03:35:00,176,58,210,49,344,60,120,111,207,24,319,43
2022/7/12 3:40,2022/07/12T03:40:00,262,65,212,99,396,43,98,116,316,52,310,27
2022/7/12 3:45,2022/07/12T03:45:00,217,46,192,103,414,76,71,79,343,60,403,37
2022/7/12 3:50,2022/07/12T03:50:00,82,40,235,126,494,37,63,67,313,39,242,37
2022/7/12 3:55,2022/07/12T03:55:00,279,52,123,107,465,30,62,69,216,54,361,31
2022/7/12 4:00,2022/07/12T04:00:00,238,45,196,96,428,30,68,79,91,61,343,16
2022/7/12 4:05,2022/07/12T04:05:00,137,53,220,138,433,32,96,38,315,53,413,56
2022/7/12 4:10,2022/07/12T04:10:00,231,35,170,123,348,60,106,117,221,55,309,39
2022/7/12 4:15,2022/07/12T04:15:00,236,39,163,82,196,22,41,64,227,61,310,47
2022/7/12 4:20,2022/07/12T04:20:00,193,51,151,108,298,59,120,87,320,55,339,37
2022/7/12 4:25,2022/07/12T04:25:00,196,62,215,103,365,61,103,46,235,56,336,37
2022/7/12 4:30,2022/07/12T04:30:00,230,30,233,59,292,65,49,50,209,36,410,40
2022/7/12 4:35,2022/07/12T04:35:00,131,35,186,99,273,63,81,44,239,56,290,48
2022/7/12 4:40,2022/07/12T04:40:00,91,58,165,82,48,66,106,100,195,67,312,30
2022/7/12 4:45,2022/07/12T04:45:00,79,59,225,65,260,42,56,54,118,55,265,40
2022/7/12 4:50,2022/07/12T04:50:00,262,49,187,117,312,62,38,117,195,45,271,48
2022/7/12 4:55,2022/07/12T04:55:00,175,49,132,41,287,66,119,82,187,64,331,45
2022/7/12 5:00,2022/07/12T05:00:00,251,55,200,131,487,56,41,40,256,53,287,24
2022/7/12 5:05,2022/07/12T05:05:00,167,47,122,81,524,26,99,47,298,72,407,39
2022/7/12 5:10,2022/07/12T05:10:00,138,42,207,103,346,69,77,68,237,65,314,40
2022/7/12 5:15,2022/07/12T05:15:00,150,42,144,56,378,33,112,74,,,286,39
2022/7/12 5:20,2022/07/12T05:20:00,150,35,151,131,422,53,113,92,,,357,52
2022/7/12 5:25,2022/07/12T05:25:00,160,52,192,124,590,71,103,78,,,309,38
2022/7/12 5:30,2022/07/12T05:30:00,202,34,224,92,549,54,47,70,,,142,16
2022/7/12 5:35,2022/07/12T05:35:00,111,50,224,41,439,25,92,121,,,396,33
2022/7/12 5:40,2022/07/12T05:40:00,255,53,178,61,395,46,95,53,,,186,40
2022/7/12 5:45,2022/07/12T05:45:00,245,63,203,107,307,42,120,90,,,328,44
2022/7/12 5:50,2022/07/12T05:50:00,133,49,169,110,418,51,101,102,,,289,39
2022/7/12 5:55,2022/07/12T05:55:00,241,49,167,92,301,30,70,46,,,304,44
2022/7/12 6:00,2022/07/12T06:00:00,109,26,223,51,364,62,54,90,,,315,40
2022/7/12 6:05,2022/07/12T06:05:00,195,61,194,57,442,53,100,44,,,414,39
2022/7/12 6:10,2022/07/12T06:10:00,56,37,220,132,196,48,96,79,,,74,47
2022/7/12 6:15,2022/07/12T06:15:00,128,51,136,48,312,64,41,75,157,55,242,26
2022/7/12 6:20,2022/07/12T06:20:00,236,64,192,72,262,63,108,89,206,53,434,45
2022/7/12 6:25,2022/07/12T06:25:00,143,63,120,80,432,33,43,55,124,56,280,39
2022/7/12 6:30,2022/07/12T06:30:00,223,56,215,90,487,59,40,111,149,54,423,34
2022/7/12 6:35,2022/07/12T06:35:00,165,53,200,70,283,67,49,50,253,32,255,51
2022/7/12 6:40,2022/07/12T06:40:00,203,58,241,69,462,69,82,89,223,51,315,44
2022/7/12 6:45,2022/07/12T06:45:00,221,32,179,126,268,49,62,102,255,40,256,42
2022/7/12 6:50,2022/07/12T06:50:00,153,40,160,95,207,57,90,57,328,57,352,41
2022/7/12 6:55,2022/07/12T06:55:00,58,36,198,90,444,45,60,46,337,70,287,36
2022/7/12 7:00,2022/07/12T07:00:00,145,52,194,79,275,60,52,57,155,54,213,37
2022/7/12 7:05,2022/07/12T07:05:00,151,65,216,50,157,50,56,51,124,56,173,38
2022/7/12 7:10,2022/07/12T07:10:00,121,49,204,128,45,44,96,62,96,48,114,37
2022/7/12 7:15,2022/07/12T07:15:00,95,45,153,60,279,51,109,116,65,64,167,38
2022/7/12 7:20,2022/07/12T07:20:00,120,44,148,51,181,46,59,84,84,70,89,27
2022/7/12 7:25,2022/07/12T07:25:00,84,61,119,117,324,75,63,47,171,31,146,33
2022/7/12 7:30,2022/07/12T07:30:00,142,54,162,91,269,66,91,85,104,37,167,42
2022/7/12 7:35,2022/07/12T07:35:00,166,47,135,99,255,65,113,76,49,47,292,20
2022/7/12 7:40,2022/07/12T07:40:00,150,62,210,51,222,36,95,47,201,67,346,45
2022/7/12 7:45,2022/07/12T07:45:00,110,54,228,90,400,67,43,84,101,52,253,37
2022/7/12 7:50,2022/07/12T07:50:00,57,48,186,80,91,51,79,111,84,69,238,31
2022/7/12 7:55,2022/07/12T07:55:00,154,55,83,103,374,65,103,57,214,54,181,29
2022/7/12 8:00,2022/07/12T08:00:00,134,36,53,61,372,56,95,103,273,34,324,26
2022/7/12 8:05,2022/07/12T08:05:00,150,48,89,90,261,55,52,115,215,48,93,46
2022/7/12 8:10,2022/07/12T08:10:00,46,55,86,52,268,53,83,78,185,64,196,51
2022/7/12 8:15,2022/07/12T08:15:00,125,55,85,90,332,54,120,77,215,66,237,41
2022/7/12 8:20,2022/07/12T08:20:00,123,55,67,39,328,35,53,48,139,51,151,44
2022/7/12 8:25,2022/07/12T08:25:00,251,61,101,96,529,56,103,64,220,79,119,35
2022/7/12 8:30,2022/07/12T08:30:00,223,54,74,49,423,72,71,65,305,58,145,42
2022/7/12 8:35,2022/07/12T08:35:00,115,52,60,80,170,65,49,106,161,70,50,46
2022/7/12 8:40,2022/07/12T08:40:00,130,54,88,82,335,52,120,104,188,52,159,32
2022/7/12 8:45,2022/07/12T08:45:00,123,58,76,63,280,60,86,102,91,65,294,51
2022/7/12 8:50,2022/07/12T08:50:00,99,52,71,61,301,64,99,99,149,57,142,50
2022/7/12 8:55,2022/07/12T08:55:00,153,64,60,94,152,60,56,61,74,51,100,43
2022/7/12 9:00,2022/07/12T09:00:00,189,62,76,85,336,56,39,110,90,53,144,35
2022/7/12 9:05,2022/07/12T09:05:00,206,59,83,105,283,70,107,83,167,57,162,44
2022/7/12 9:10,2022/07/12T09:10:00,156,50,100,109,227,62,46,86,51,64,149,48
2022/7/12 9:15,2022/07/12T09:15:00,92,60,83,44,289,54,90,53,231,55,142,41
2022/7/12 9:20,2022/07/12T09:20:00,91,55,46,87,113,62,67,71,228,65,135,46
2022/7/12 9:25,2022/07/12T09:25:00,54,36,40,75,255,33,108,62,130,55,91,26
2022/7/12 9:30,2022/07/12T09:30:00,174,56,46,53,325,67,114,38,75,56,187,42
2022/7/12 9:35,2022/07/12T09:35:00,209,53,76,55,307,79,56,114,85,68,88,46
2022/7/12 9:40,2022/07/12T09:40:00,85,64,75,54,339,47,48,83,188,57,81,50
2022/7/12 9:45,2022/07/12T09:45:00,78,35,76,64,170,47,112,97,103,80,234,48
2022/7/12 9:50,2022/07/12T09:50:00,144,62,73,46,261,64,91,46,110,62,92,43
2022/7/12 9:55,2022/07/12T09:55:00,109,66,72,70,275,70,39,55,135,48,129,46
2022/7/12 10:00,2022/07/12T10:00:00,111,57,50,35,275,61,42,94,71,66,152,44
2022/7/12 10:05,2022/07/12T10:05:00,72,34,36,71,233,48,68,95,67,79,98,54
2022/7/12 10:10,2022/07/12T10:10:00,51,64,35,52,84,71,60,102,137,48,155,46
2022/7/12 10:15,2022/07/12T10:15:00,37,64,66,30,165,46,58,121,71,75,183,44
2022/7/12 10:20,2022/07/12T10:20:00,45,62,71,31,50,59,100,53,231,56,94,41
2022/7/12 10:25,2022/07/12T10:25:00,132,58,37,90,191,46,91,92,99,61,81,45
2022/7/12 10:30,2022/07/12T10:30:00,137,53,36,75,287,44,90,57,217,64,37,50
2022/7/12 10:35,2022/07/12T10:35:00,76,63,73,70,103,62,111,99,139,59,74,42
2022/7/12 10:40,2022/07/12T10:40:00,147,43,41,63,213,56,91,69,185,57,69,49
2022/7/12 10:45,2022/07/12T10:45:00,70,61,68,90,362,63,51,55,147,59,208,46
2022/7/12 10:50,2022/07/12T10:50:00,80,53,64,52,164,52,53,82,103,50,31,44
2022/7/12 10:55,2022/07/12T10:55:00,70,57,76,60,244,67,44,65,97,61,188,45
2022/7/12 11:00,2022/07/12T11:00:00,160,50,69,40,182,48,69,39,149,55,137,30
2022/7/12 11:05,2022/07/12T11:05:00,65,56,66,60,278,60,106,108,182,55,218,48
2022/7/12 11:10,2022/07/12T11:10:00,66,59,70,73,234,67,70,106,84,46,148,50
2022/7/12 11:15,2022/07/12T11:15:00,50,64,54,52,236,67,40,46,107,66,136,46
2022/7/12 11:20,2022/07/12T11:20:00,159,45,76,87,274,54,97,77,186,65,183,44
2022/7/12 11:25,2022/07/12T11:25:00,175,51,41,43,151,57,69,102,252,48,70,44
2022/7/12 11:30,2022/07/12T11:30:00,137,57,58,89,286,57,102,38,221,62,188,41
2022/7/12 11:35,2022/07/12T11:35:00,65,57,74,69,236,36,110,61,216,61,101,45
2022/7/12 11:40,2022/07/12T11:40:00,222,52,72,69,341,64,120,107,127,69,196,46
2022/7/12 11:45,2022/07/12T11:45:00,171,41,55,47,230,65,98,115,135,51,177,45
2022/7/12 11:50,2022/07/12T11:50:00,138,55,66,62,418,69,117,66,111,58,143,48
2022/7/12 11:55,2022/07/12T11:55:00,83,54,37,63,307,73,38,61,269,67,153,45
2022/7/12 12:00,2022/07/12T12:00:00,38,27,66,47,374,69,78,89,245,59,68,37
2022/7/12 12:05,2022/07/12T12:05:00,23,54,74,76,332,46,89,113,168,63,96,49
2022/7/12 12:10,2022/07/12T12:10:00,108,65,62,66,256,64,97,90,156,63,176,48
2022/7/12 12:15,2022/07/12T12:15:00,224,57,50,80,118,53,84,96,115,51,150,41
2022/7/12 12:20,2022/07/12T12:20:00,90,48,70,86,359,58,66,39,105,56,162,38
2022/7/12 12:25,2022/07/12T12:25:00,93,48,68,41,196,55,40,117,131,57,109,46
2022/7/12 12:30,2022/07/12T12:30:00,160,40,39,45,319,65,49,81,146,54,148,32
2022/7/12 12:35,2022/07/12T12:35:00,107,54,74,57,297,73,100,88,147,64,95,49
2022/7/12 12:40,2022/07/12T12:40:00,182,41,42,52,240,67,75,121,131,58,77,50
2022/7/12 12:45,2022/07/12T12:45:00,192,51,56,57,190,59,56,49,175,54,168,35
2022/7/12 12:50,2022/07/12T12:50:00,150,43,52,48,328,61,83,50,84,48,10,35
2022/7/12 12:55,2022/07/12T12:55:00,73,48,73,53,379,57,53,89,220,52,170,40
2022/7/12 13:00,2022/07/12T13:00:00,218,31,62,65,292,32,114,65,248,15,155,26
2022/7/12 13:05,2022/07/12T13:05:00,191,52,47,65,254,47,93,102,112,57,101,47
2022/7/12 13:10,2022/07/12T13:10:00,136,55,74,62,190,60,67,82,221,55,70,40
2022/7/12 13:15,2022/07/12T13:15:00,75,37,45,65,367,67,118,99,160,54,81,43
2022/7/12 13:20,2022/07/12T13:20:00,75,47,69,46,281,59,91,96,140,58,22,41
2022/7/12 13:25,2022/07/12T13:25:00,135,54,75,73,273,63,90,42,217,19,41,47
2022/7/12 13:30,2022/07/12T13:30:00,90,56,66,49,302,29,74,85,115,32,51,29
2022/7/12 13:35,2022/07/12T13:35:00,93,37,35,89,220,46,113,41,114,39,6,39
2022/7/12 13:40,2022/07/12T13:40:00,23,41,74,49,120,39,86,94,126,61,83,40
2022/7/12 13:45,2022/07/12T13:45:00,129,37,62,75,97,28,51,44,126,53,155,38
2022/7/12 13:50,2022/07/12T13:50:00,122,61,37,49,311,51,65,52,68,58,30,39
2022/7/12 13:55,2022/07/12T13:55:00,99,63,75,81,140,61,67,41,130,33,106,40
2022/7/12 14:00,2022/07/12T14:00:00,105,60,57,70,86,28,48,120,176,59,42,29
2022/7/12 14:05,2022/07/12T14:05:00,98,50,61,86,298,36,120,98,187,50,20,27
2022/7/12 14:10,2022/07/12T14:10:00,75,39,74,62,247,54,92,99,41,55,9,43
2022/7/12 14:15,2022/07/12T14:15:00,174,51,78,80,255,49,117,40,118,63,18,37
2022/7/12 14:20,2022/07/12T14:20:00,81,63,73,55,166,53,106,80,80,58,25,42
2022/7/12 14:25,2022/07/12T14:25:00,138,50,50,62,263,34,54,47,151,43,210,48
2022/7/12 14:30,2022/07/12T14:30:00,115,56,73,42,100,51,108,61,111,35,152,41
2022/7/12 14:35,2022/07/12T14:35:00,45,62,35,70,134,69,115,50,110,53,121,49
2022/7/12 14:40,2022/07/12T14:40:00,112,57,37,65,239,60,120,104,186,60,111,41
2022/7/12 14:45,2022/07/12T14:45:00,84,55,51,48,254,55,64,58,119,64,18,41
2022/7/12 14:50,2022/07/12T14:50:00,85,56,51,29,239,53,68,82,71,34,88,46
2022/7/12 14:55,2022/07/12T14:55:00,88,50,69,80,129,54,70,90,157,54,35,29
2022/7/12 15:00,2022/07/12T15:00:00,140,45,38,87,256,61,92,103,175,20,41,24
2022/7/12 15:05,2022/07/12T15:05:00,173,44,43,65,233,52,54,77,74,42,8,40
2022/7/12 15:10,2022/07/12T15:10:00,58,60,70,63,217,55,41,113,112,55,5,35
2022/7/12 15:15,2022/07/12T15:15:00,105,57,37,57,233,53,64,76,60,48,47,26
2022/7/12 15:20,2022/07/12T15:20:00,119,35,53,81,446,18,121,103,177,56,106,40
2022/7/12 15:25,2022/07/12T15:25:00,146,38,40,38,237,66,43,83,221,19,42,44
2022/7/12 15:30,2022/07/12T15:30:00,182,58,46,64,385,25,38,80,148,49,37,26
2022/7/12 15:35,2022/07/12T15:35:00,148,61,50,31,443,50,114,56,72,24,77,39
2022/7/12 15:40,2022/07/12T15:40:00,54,48,39,58,391,57,83,47,130,64,52,37
2022/7/12 15:45,2022/07/12T15:45:00,126,60,62,58,302,34,100,52,200,54,5,24
2022/7/12 15:50,2022/07/12T15:50:00,180,51,49,53,216,56,85,74,186,62,77,32
2022/7/12 15:55,2022/07/12T15:55:00,84,69,65,65,139,72,80,120,100,63,96,44
2022/7/12 16:00,2022/07/12T16:00:00,87,54,40,31,221,27,99,40,160,40,133,39
2022/7/12 16:05,2022/07/12T16:05:00,154,60,70,58,167,36,85,116,191,19,31,43
2022/7/12 16:10,2022/07/12T16:10:00,146,52,72,87,74,58,71,86,100,25,29,33
2022/7/12 16:15,2022/07/12T16:15:00,111,50,42,77,167,30,110,102,168,71,50,39
2022/7/12 16:20,2022/07/12T16:20:00,47,26,74,43,308,58,116,82,304,50,58,39
2022/7/12 16:25,2022/07/12T16:25:00,149,57,58,83,316,48,97,114,120,62,10,38
2022/7/12 16:30,2022/07/12T16:30:00,113,48,64,53,357,39,39,51,196,70,4,33
2022/7/12 16:35,2022/07/12T16:35:00,125,61,36,62,243,54,51,110,29,47,24,32
2022/7/12 16:40,2022/07/12T16:40:00,191,60,52,39,285,50,114,54,52,51,15,37
2022/7/12 16:45,2022/07/12T16:45:00,119,51,63,67,218,50,66,99,167,48,47,43
2022/7/12 16:50,2022/07/12T16:50:00,202,41,54,29,281,74,115,88,304,54,55,50
2022/7/12 16:55,2022/07/12T16:55:00,104,63,75,86,300,55,85,117,220,68,121,20
2022/7/12 17:00,2022/07/12T17:00:00,223,59,10,28,357,61,114,65,95,56,73,38
2022/7/12 17:05,2022/07/12T17:05:00,201,65,7,20,366,41,101,65,155,44,109,29
2022/7/12 17:10,2022/07/12T17:10:00,162,54,18,24,351,57,78,48,148,54,86,35
2022/7/12 17:15,2022/07/12T17:15:00,160,56,10,20,236,32,53,115,170,53,22,36
2022/7/12 17:20,2022/07/12T17:20:00,114,61,8,35,233,75,111,89,151,25,102,48
2022/7/12 17:25,2022/07/12T17:25:00,195,26,20,26,313,22,64,73,135,44,18,35
2022/7/12 17:30,2022/07/12T17:30:00,134,35,4,29,252,46,81,82,82,23,10,26
2022/7/12 17:35,2022/07/12T17:35:00,135,42,7,38,164,44,84,96,169,63,103,36
2022/7/12 17:40,2022/07/12T17:40:00,93,37,12,34,370,61,99,90,127,35,49,44
2022/7/12 17:45,2022/07/12T17:45:00,219,67,14,28,310,55,110,75,204,61,28,45
2022/7/12 17:50,2022/07/12T17:50:00,121,50,11,24,342,31,110,64,216,60,122,43
2022/7/12 17:55,2022/07/12T17:55:00,43,62,11,26,304,64,59,96,85,39,92,33
2022/7/12 18:00,2022/07/12T18:00:00,127,23,8,35,128,56,44,69,181,59,84,42
2022/7/12 18:05,2022/07/12T18:05:00,188,51,4,28,245,48,90,89,134,54,9,48
2022/7/12 18:10,2022/07/12T18:10:00,118,44,9,28,144,56,118,54,245,32,82,49
2022/7/12 18:15,2022/07/12T18:15:00,121,61,6,20,111,59,70,94,187,49,42,32
2022/7/12 18:20,2022/07/12T18:20:00,69,63,9,19,381,42,72,82,202,63,51,46
2022/7/12 18:25,2022/07/12T18:25:00,97,61,16,29,319,61,54,60,128,63,65,51
2022/7/12 18:30,2022/07/12T18:30:00,80,49,20,25,146,46,87,49,182,55,52,30
2022/7/12 18:35,2022/07/12T18:35:00,84,48,16,22,304,68,50,98,135,51,64,48
2022/7/12 18:40,2022/07/12T18:40:00,211,44,12,40,302,56,101,119,92,54,43,41
2022/7/12 18:45,2022/07/12T18:45:00,112,49,9,34,354,53,45,77,228,32,41,26
2022/7/12 18:50,2022/07/12T18:50:00,166,36,6,22,270,70,51,62,225,58,6,35
2022/7/12 18:55,2022/07/12T18:55:00,80,59,16,23,224,48,106,72,211,46,114,49
2022/7/12 19:00,2022/07/12T19:00:00,164,55,19,40,358,63,101,120,131,62,65,41
2022/7/12 19:05,2022/07/12T19:05:00,59,51,19,21,213,55,55,48,124,55,74,36
2022/7/12 19:10,2022/07/12T19:10:00,221,52,20,33,276,40,50,106,208,42,63,32
2022/7/12 19:15,2022/07/12T19:15:00,72,32,7,30,209,69,41,71,164,69,67,36
2022/7/12 19:20,2022/07/12T19:20:00,176,37,20,26,315,67,49,89,199,63,150,39
2022/7/12 19:25,2022/07/12T19:25:00,192,47,20,22,264,51,241,45,219,33,33,39
2022/7/12 19:30,2022/07/12T19:30:00,101,41,20,24,352,33,147,50,81,55,94,32
2022/7/12 19:35,2022/07/12T19:35:00,223,56,13,35,69,51,216,48,114,67,93,40
2022/7/12 19:40,2022/07/12T19:40:00,219,31,7,20,216,53,192,61,109,52,15,31
2022/7/12 19:45,2022/07/12T19:45:00,152,64,10,35,301,39,205,63,180,24,133,28
2022/7/12 19:50,2022/07/12T19:50:00,188,44,12,33,237,54,215,45,214,72,71,35
2022/7/12 19:55,2022/07/12T19:55:00,251,49,8,37,142,40,243,23,130,57,27,36
2022/7/12 20:00,2022/07/12T20:00:00,194,60,8,28,198,54,169,27,154,72,17,34
2022/7/12 20:05,2022/07/12T20:05:00,135,45,4,35,215,38,188,56,280,69,20,35
2022/7/12 20:10,2022/07/12T20:10:00,147,52,4,27,254,35,138,46,92,54,15,36
2022/7/12 20:15,2022/07/12T20:15:00,20,47,8,35,232,30,141,36,120,56,5,28
2022/7/12 20:20,2022/07/12T20:20:00,161,39,19,28,94,38,85,32,261,77,49,36
2022/7/12 20:25,2022/07/12T20:25:00,53,54,14,28,239,36,80,22,177,62,5,30
2022/7/12 20:30,2022/07/12T20:30:00,76,49,16,18,184,33,173,38,137,57,6,33
2022/7/12 20:35,2022/07/12T20:35:00,69,39,10,33,163,49,81,36,210,47,62,39
2022/7/12 20:40,2022/07/12T20:40:00,119,46,11,31,309,48,118,49,269,64,7,36
2022/7/12 20:45,2022/07/12T20:45:00,155,38,7,26,212,31,75,44,231,25,6,35
2022/7/12 20:50,2022/07/12T20:50:00,68,43,5,39,158,42,54,37,101,58,8,38
2022/7/12 20:55,2022/07/12T20:55:00,144,41,7,25,330,43,88,51,253,58,14,36
2022/7/12 21:00,2022/07/12T21:00:00,117,41,11,27,229,50,35,37,169,44,19,31
2022/7/12 21:05,2022/07/12T21:05:00,180,39,11,39,298,54,63,39,97,53,8,30
2022/7/12 21:10,2022/07/12T21:10:00,131,43,18,34,233,67,99,33,185,70,5,28
2022/7/12 21:15,2022/07/12T21:15:00,164,43,5,34,274,51,34,41,62,68,15,34
2022/7/12 21:20,2022/07/12T21:20:00,71,47,6,33,276,51,131,30,191,51,35,44
2022/7/12 21:25,2022/07/12T21:25:00,106,41,10,19,263,45,31,37,204,55,62,37
2022/7/12 21:30,2022/07/12T21:30:00,29,44,9,38,283,40,117,40,159,46,10,30
2022/7/12 21:35,2022/07/12T21:35:00,98,59,14,38,139,41,58,19,124,47,4,41
2022/7/12 21:40,2022/07/12T21:40:00,23,50,7,27,100,57,93,41,173,45,11,42
2022/7/12 21:45,2022/07/12T21:45:00,40,55,18,33,314,28,71,28,134,41,6,35
2022/7/12 21:50,2022/07/12T21:50:00,139,43,17,18,145,42,15,45,148,64,12,44
2022/7/12 21:55,2022/07/12T21:55:00,61,47,20,28,218,49,61,38,191,27,40,46
2022/7/12 22:00,2022/07/12T22:00:00,66,55,9,32,104,44,113,44,162,40,63,45
2022/7/12 22:05,2022/07/12T22:05:00,82,45,9,33,172,45,101,41,83,45,98,44
2022/7/12 22:10,2022/07/12T22:10:00,57,42,13,29,29,58,105,39,208,64,116,34
2022/7/12 22:15,2022/07/12T22:15:00,78,38,4,38,115,48,190,51,174,55,111,47
2022/7/12 22:20,2022/07/12T22:20:00,118,47,16,32,251,31,28,38,116,49,68,48
2022/7/12 22:25,2022/07/12T22:25:00,137,37,19,33,173,74,164,53,200,57,131,43
2022/7/12 22:30,2022/07/12T22:30:00,126,46,15,33,105,68,69,44,164,36,73,47
2022/7/12 22:35,2022/07/12T22:35:00,55,58,9,40,160,70,122,37,141,68,101,36
2022/7/12 22:40,2022/07/12T22:40:00,97,44,12,20,307,62,78,34,92,50,119,52
2022/7/12 22:45,2022/07/12T22:45:00,75,43,7,30,101,53,45,33,137,46,36,42
2022/7/12 22:50,2022/07/12T22:50:00,89,40,20,37,80,60,113,37,192,72,188,42
2022/7/12 22:55,2022/07/12T22:55:00,74,51,7,24,199,20,20,29,165,65,82,55
2022/7/12 23:00,2022/07/12T23:00:00,39,38,11,25,348,38,71,48,172,67,33,38
2022/7/12 23:05,2022/07/12T23:05:00,111,46,15,38,211,36,145,61,120,58,52,45
2022/7/12 23:10,2022/07/12T23:10:00,68,36,14,32,193,43,56,46,143,38,122,45
2022/7/12 23:15,2022/07/12T23:15:00,115,49,15,39,173,61,122,47,51,56,66,48
2022/7/12 23:20,2022/07/12T23:20:00,105,38,17,27,213,49,59,62,217,64,94,30
2022/7/12 23:25,2022/07/12T23:25:00,43,45,12,33,140,36,54,39,143,54,131,24
2022/7/12 23:30,2022/07/12T23:30:00,114,28,5,28,163,53,61,30,175,44,128,56
2022/7/12 23:35,2022/07/12T23:35:00,25,36,5,23,34,46,132,34,228,66,139,48
2022/7/12 23:40,2022/07/12T23:40:00,48,38,9,18,120,60,108,52,159,61,51,43
